Vulnerability Name,Risk Severity,CVSS Score,Vulnerability CVE IDs,Distribution,OS State,Hardware Configuration,Vulnerability Scanner
Fedora 39 : firecracker / libkrun / rust-event-manager / rust-kvm-bindings / etc (2024-04877592b7),Critical,9.8,CVE-2023-50711,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : mbedtls (2024-bfd98be425),Medium,5.5,"CVE-2024-23170, CVE-2024-23775",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : expat (2024-269826c2b3),High,7,,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : selinux-policy (2024-334b3be641),High,7,,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : dnsmasq (2024-e24211eff0),High,7.5,"CVE-2023-50387, CVE-2023-50868",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2024-88847bc77a),Medium,5.5,"CVE-2023-52429, CVE-2024-1151",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : firefox (2024-bc8ea2c2cb),High,7.5,"CVE-2024-1546, CVE-2024-1547, CVE-2024-1548, CVE-2024-1549, CVE-2024-1550, CVE-2024-1551, CVE-2024-1552, CVE-2024-1553, CVE-2024-1554, CVE-2024-1555, CVE-2024-1556, CVE-2024-1557",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : selinux-policy (2024-334b3be641),High,7,,Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2024-d16d94b00d),High,7.8,"CVE-2023-52437, CVE-2024-23850, CVE-2024-23851, CVE-2024-26582, CVE-2024-26583, CVE-2024-26584, CVE-2024-26585, CVE-2024-26593, CVE-2024-26603, CVE-2024-26604, CVE-2024-26606",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2024-f797f1540e),Medium,5.5,"CVE-2024-22099, CVE-2024-26622",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : opensc (2024-6460a03e29),Medium,5.9,"CVE-2023-5992, CVE-2024-1454",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : firefox (2024-113454b56b),Medium,6.5,"CVE-2023-5388, CVE-2024-2605, CVE-2024-2606, CVE-2024-2607, CVE-2024-2608, CVE-2024-2609, CVE-2024-2610, CVE-2024-2611, CVE-2024-2612, CVE-2024-2613, CVE-2024-2614, CVE-2024-2615",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : gnutls (2024-0459dcd356),Medium,5.3,"CVE-2024-28834, CVE-2024-28835",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : firefox (2024-c8549a8c75),Critical,9.8,"CVE-2024-29943, CVE-2024-29944",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2024-2fcce4ffb7),Critical,9.8,CVE-2024-26651,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : podman (2024-dd32f390b3),High,8.6,CVE-2024-1753,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : oneVPL / oneVPL-intel-gpu (2023-ea65146fd4),Medium,5.5,"CVE-2023-22338, CVE-2023-22840",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : open-vm-tools (2023-ec8a4d8cde),High,7,,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : mbedtls (2023-0352951853),High,7.5,CVE-2023-43615,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : mod_http2 (2023-492b7be466),High,7.5,"CVE-2023-44487, CVE-2023-45802",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : gdb (2023-89ade611ee),Medium,5.5,"CVE-2022-48064, CVE-2022-48065",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2023-2eb445d52b),High,7.8,CVE-2023-5367,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : libXpm (2023-c4cf6646b9),Medium,5.5,"CVE-2023-43786, CVE-2023-43788, CVE-2023-43789",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : httpd (2023-606f830772),High,7.5,CVE-2023-31122,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : open-vm-tools (2023-86a50ffc72),High,7.5,"CVE-2023-34058, CVE-2023-34059",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : podman (2023-00c78aad58),High,7,,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : microcode_ctl (2023-e4cb865604),High,7.8,CVE-2023-23583,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : gstreamer1-plugin-libav / gstreamer1-plugins-bad-free / etc (2023-6a4aea6d13),Critical,9.8,"CVE-2023-44429, CVE-2023-44446",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : gst-devtools / gstreamer1 / gstreamer1-doc / python-gstreamer1 (2023-1661e0af22),Critical,9.8,CVE-2023-44429,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firefox (2023-2bd5892754),High,8.8,"CVE-2023-6204, CVE-2023-6205, CVE-2023-6206, CVE-2023-6207, CVE-2023-6208, CVE-2023-6209, CVE-2023-6210, CVE-2023-6211, CVE-2023-6212, CVE-2023-6213",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : openvpn (2023-d9d55a0bfc),Critical,9.8,"CVE-2023-46849, CVE-2023-46850",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : libcap (2023-ad944c2d34),High,7.8,"CVE-2023-2602, CVE-2023-2603",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : gnutls (2023-e075ac32be),High,7,,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : kernel / kernel-headers / kernel-tools (2023-a7b89262c6),High,7.8,CVE-2023-6111,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : bluez (2023-6a3fe615d3),Medium,6.3,CVE-2023-45866,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : curl (2023-9de8973300),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : kernel (2023-4df366ee80),Medium,5.5,CVE-2023-6560,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2023-93940b58fd),High,7.8,"CVE-2023-6377, CVE-2023-6478",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : kernel (2023-26ffe7d3c7),Medium,5.5,CVE-2023-6622,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : libssh (2023-0733306be9),Medium,5.9,"CVE-2023-48795, CVE-2023-6004, CVE-2023-6918",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : opensc (2023-a854153d7a),Medium,6.6,"CVE-2023-40660, CVE-2023-40661, CVE-2023-4535",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firefox / nss (2023-9de52d46bd),High,8.8,"CVE-2023-6135, CVE-2023-6856, CVE-2023-6857, CVE-2023-6858, CVE-2023-6859, CVE-2023-6860, CVE-2023-6861, CVE-2023-6863, CVE-2023-6864, CVE-2023-6865, CVE-2023-6866, CVE-2023-6867, CVE-2023-6868, CVE-2023-6869, CVE-2023-6870, CVE-2023-6871, CVE-2023-6872, CVE-2023-6873",Fedora,freshly installed,Desktop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Fedora,freshly installed,Desktop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : podman (2024-3bb23c77f3),Medium,5.9,CVE-2023-48795,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : espeak-ng (2024-5661c87b25),Medium,5.3,"CVE-2023-49990, CVE-2023-49991, CVE-2023-49992, CVE-2023-49993, CVE-2023-49994",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : openssh (2024-7e301327c2),High,7,,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2024-da3d410b53),Critical,9.8,"CVE-2023-6816, CVE-2024-0229, CVE-2024-0408, CVE-2024-0409, CVE-2024-21885, CVE-2024-21886",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : sos (2024-a2129a4eb5),High,7,,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2024-0eb4a61f45),Medium,5.5,"CVE-2023-6915, CVE-2023-7042",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : ImageMagick (2024-6f8c1d9005),High,7.1,"CVE-2022-48541, CVE-2023-5341",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : coreutils (2024-6b85e8848f),Medium,5.5,CVE-2024-0684,Fedora,freshly installed,Desktop,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : sos (2024-a2129a4eb5),High,7,,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firefox (2024-14dea9640b),High,8.8,"CVE-2024-0741, CVE-2024-0742, CVE-2024-0743, CVE-2024-0744, CVE-2024-0745, CVE-2024-0746, CVE-2024-0747, CVE-2024-0748, CVE-2024-0749, CVE-2024-0750, CVE-2024-0751, CVE-2024-0752, CVE-2024-0753, CVE-2024-0754, CVE-2024-0755",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : sos (2024-a2129a4eb5),High,7,,Fedora,freshly installed,Server,Nessus
Fedora 39 : gnutls (2024-80428c408c),High,7.5,"CVE-2023-5981, CVE-2024-0553, CVE-2024-0567",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : dnsmasq (2024-b359bbdf87),High,7,,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : sudo (2024-cdccda4f62),High,7,CVE-2023-42465,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : glibc (2024-aec80d6e8a),High,7.8,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : kernel (2024-50ab089b1d),High,7.5,"CVE-2023-46838, CVE-2023-6356, CVE-2023-6535, CVE-2023-6536",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : kernel / kernel-headers (2024-2116a8468b),High,7.8,"CVE-2023-6679, CVE-2024-1086, CVE-2024-23849",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firecracker / libkrun / rust-event-manager / rust-kvm-bindings / etc (2024-04877592b7),Critical,9.8,CVE-2023-50711,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : mbedtls (2024-bfd98be425),Medium,5.5,"CVE-2024-23170, CVE-2024-23775",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : expat (2024-269826c2b3),High,7,,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : sudo (2024-cdccda4f62),High,7,CVE-2023-42465,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : dnsmasq (2024-e24211eff0),High,7.5,"CVE-2023-50387, CVE-2023-50868",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : kernel (2024-88847bc77a),Medium,5.5,"CVE-2023-52429, CVE-2024-1151",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firefox (2024-bc8ea2c2cb),High,7.5,"CVE-2024-1546, CVE-2024-1547, CVE-2024-1548, CVE-2024-1549, CVE-2024-1550, CVE-2024-1551, CVE-2024-1552, CVE-2024-1553, CVE-2024-1554, CVE-2024-1555, CVE-2024-1556, CVE-2024-1557",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : sudo (2024-cdccda4f62),High,7,CVE-2023-42465,Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2024-d16d94b00d),High,7.8,"CVE-2023-52437, CVE-2024-23850, CVE-2024-23851, CVE-2024-26582, CVE-2024-26583, CVE-2024-26584, CVE-2024-26585, CVE-2024-26593, CVE-2024-26603, CVE-2024-26604, CVE-2024-26606",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : kernel (2024-f797f1540e),Medium,5.5,"CVE-2024-22099, CVE-2024-26622",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : opensc (2024-6460a03e29),Medium,5.9,"CVE-2023-5992, CVE-2024-1454",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firefox (2024-113454b56b),Medium,6.5,"CVE-2023-5388, CVE-2024-2605, CVE-2024-2606, CVE-2024-2607, CVE-2024-2608, CVE-2024-2609, CVE-2024-2610, CVE-2024-2611, CVE-2024-2612, CVE-2024-2613, CVE-2024-2614, CVE-2024-2615",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : gnutls (2024-0459dcd356),Medium,5.3,"CVE-2024-28834, CVE-2024-28835",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firefox (2024-c8549a8c75),Critical,9.8,"CVE-2024-29943, CVE-2024-29944",Fedora,freshly installed,Desktop,Nessus
Fedora 39 : kernel (2024-2fcce4ffb7),Critical,9.8,CVE-2024-26651,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : podman (2024-dd32f390b3),High,8.6,CVE-2024-1753,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : oneVPL / oneVPL-intel-gpu (2023-ea65146fd4),Medium,5.5,"CVE-2023-22338, CVE-2023-22840",Fedora,freshly installed,Server,Nessus
Fedora 39 : open-vm-tools (2023-ec8a4d8cde),High,7,,Fedora,freshly installed,Server,Nessus
Fedora 39 : mbedtls (2023-0352951853),High,7.5,CVE-2023-43615,Fedora,freshly installed,Server,Nessus
Fedora 39 : mod_http2 (2023-492b7be466),High,7.5,"CVE-2023-44487, CVE-2023-45802",Fedora,freshly installed,Server,Nessus
Fedora 39 : gdb (2023-89ade611ee),Medium,5.5,"CVE-2022-48064, CVE-2022-48065",Fedora,freshly installed,Server,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2023-2eb445d52b),High,7.8,CVE-2023-5367,Fedora,freshly installed,Server,Nessus
Fedora 39 : libXpm (2023-c4cf6646b9),Medium,5.5,"CVE-2023-43786, CVE-2023-43788, CVE-2023-43789",Fedora,freshly installed,Server,Nessus
Fedora 39 : httpd (2023-606f830772),High,7.5,CVE-2023-31122,Fedora,freshly installed,Server,Nessus
Fedora 39 : open-vm-tools (2023-86a50ffc72),High,7.5,"CVE-2023-34058, CVE-2023-34059",Fedora,freshly installed,Server,Nessus
Fedora 39 : podman (2023-00c78aad58),High,7,,Fedora,freshly installed,Server,Nessus
Fedora 39 : microcode_ctl (2023-e4cb865604),High,7.8,CVE-2023-23583,Fedora,freshly installed,Server,Nessus
Fedora 39 : gstreamer1-plugin-libav / gstreamer1-plugins-bad-free / etc (2023-6a4aea6d13),Critical,9.8,"CVE-2023-44429, CVE-2023-44446",Fedora,freshly installed,Server,Nessus
Fedora 39 : gst-devtools / gstreamer1 / gstreamer1-doc / python-gstreamer1 (2023-1661e0af22),Critical,9.8,CVE-2023-44429,Fedora,freshly installed,Server,Nessus
Fedora 39 : firefox (2023-2bd5892754),High,8.8,"CVE-2023-6204, CVE-2023-6205, CVE-2023-6206, CVE-2023-6207, CVE-2023-6208, CVE-2023-6209, CVE-2023-6210, CVE-2023-6211, CVE-2023-6212, CVE-2023-6213",Fedora,freshly installed,Server,Nessus
Fedora 39 : openvpn (2023-d9d55a0bfc),Critical,9.8,"CVE-2023-46849, CVE-2023-46850",Fedora,freshly installed,Server,Nessus
Fedora 39 : libcap (2023-ad944c2d34),High,7.8,"CVE-2023-2602, CVE-2023-2603",Fedora,freshly installed,Server,Nessus
Fedora 39 : gnutls (2023-e075ac32be),High,7,,Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel / kernel-headers / kernel-tools (2023-a7b89262c6),High,7.8,CVE-2023-6111,Fedora,freshly installed,Server,Nessus
Fedora 39 : bluez (2023-6a3fe615d3),Medium,6.3,CVE-2023-45866,Fedora,freshly installed,Server,Nessus
Fedora 39 : curl (2023-9de8973300),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2023-4df366ee80),Medium,5.5,CVE-2023-6560,Fedora,freshly installed,Server,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2023-93940b58fd),High,7.8,"CVE-2023-6377, CVE-2023-6478",Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2023-26ffe7d3c7),Medium,5.5,CVE-2023-6622,Fedora,freshly installed,Server,Nessus
Fedora 39 : libssh (2023-0733306be9),Medium,5.9,"CVE-2023-48795, CVE-2023-6004, CVE-2023-6918",Fedora,freshly installed,Server,Nessus
Fedora 39 : opensc (2023-a854153d7a),Medium,6.6,"CVE-2023-40660, CVE-2023-40661, CVE-2023-4535",Fedora,freshly installed,Server,Nessus
Fedora 39 : firefox / nss (2023-9de52d46bd),High,8.8,"CVE-2023-6135, CVE-2023-6856, CVE-2023-6857, CVE-2023-6858, CVE-2023-6859, CVE-2023-6860, CVE-2023-6861, CVE-2023-6863, CVE-2023-6864, CVE-2023-6865, CVE-2023-6866, CVE-2023-6867, CVE-2023-6868, CVE-2023-6869, CVE-2023-6870, CVE-2023-6871, CVE-2023-6872, CVE-2023-6873",Fedora,freshly installed,Server,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Fedora,freshly installed,Server,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Fedora,freshly installed,Server,Nessus
Fedora 39 : podman (2024-3bb23c77f3),Medium,5.9,CVE-2023-48795,Fedora,freshly installed,Server,Nessus
Fedora 39 : espeak-ng (2024-5661c87b25),Medium,5.3,"CVE-2023-49990, CVE-2023-49991, CVE-2023-49992, CVE-2023-49993, CVE-2023-49994",Fedora,freshly installed,Server,Nessus
Fedora 39 : openssh (2024-7e301327c2),High,7,,Fedora,freshly installed,Server,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2024-da3d410b53),Critical,9.8,"CVE-2023-6816, CVE-2024-0229, CVE-2024-0408, CVE-2024-0409, CVE-2024-21885, CVE-2024-21886",Fedora,freshly installed,Server,Nessus
Fedora 39 : systemd (2024-b8312ca5b3),Medium,5.9,CVE-2023-7008,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2024-0eb4a61f45),Medium,5.5,"CVE-2023-6915, CVE-2023-7042",Fedora,freshly installed,Server,Nessus
Fedora 39 : ImageMagick (2024-6f8c1d9005),High,7.1,"CVE-2022-48541, CVE-2023-5341",Fedora,freshly installed,Server,Nessus
Fedora 39 : coreutils (2024-6b85e8848f),Medium,5.5,CVE-2024-0684,Fedora,freshly installed,Server,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",Fedora,freshly installed,Server,Nessus
Fedora 39 : systemd (2024-b8312ca5b3),Medium,5.9,CVE-2023-7008,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firefox (2024-14dea9640b),High,8.8,"CVE-2024-0741, CVE-2024-0742, CVE-2024-0743, CVE-2024-0744, CVE-2024-0745, CVE-2024-0746, CVE-2024-0747, CVE-2024-0748, CVE-2024-0749, CVE-2024-0750, CVE-2024-0751, CVE-2024-0752, CVE-2024-0753, CVE-2024-0754, CVE-2024-0755",Fedora,freshly installed,Server,Nessus
Fedora 39 : systemd (2024-b8312ca5b3),Medium,5.9,CVE-2023-7008,Fedora,freshly installed,Server,Nessus
Fedora 39 : gnutls (2024-80428c408c),High,7.5,"CVE-2023-5981, CVE-2024-0553, CVE-2024-0567",Fedora,freshly installed,Server,Nessus
Fedora 39 : dnsmasq (2024-b359bbdf87),High,7,,Fedora,freshly installed,Server,Nessus
Fedora 39 : wpa_supplicant (2024-a95bdde55b),Medium,6.5,CVE-2023-52160,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : glibc (2024-aec80d6e8a),High,7.8,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2024-50ab089b1d),High,7.5,"CVE-2023-46838, CVE-2023-6356, CVE-2023-6535, CVE-2023-6536",Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel / kernel-headers (2024-2116a8468b),High,7.8,"CVE-2023-6679, CVE-2024-1086, CVE-2024-23849",Fedora,freshly installed,Server,Nessus
Fedora 39 : firecracker / libkrun / rust-event-manager / rust-kvm-bindings / etc (2024-04877592b7),Critical,9.8,CVE-2023-50711,Fedora,freshly installed,Server,Nessus
Fedora 39 : mbedtls (2024-bfd98be425),Medium,5.5,"CVE-2024-23170, CVE-2024-23775",Fedora,freshly installed,Server,Nessus
Fedora 39 : expat (2024-269826c2b3),High,7,,Fedora,freshly installed,Server,Nessus
Fedora 39 : wpa_supplicant (2024-a95bdde55b),Medium,6.5,CVE-2023-52160,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : dnsmasq (2024-e24211eff0),High,7.5,"CVE-2023-50387, CVE-2023-50868",Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2024-88847bc77a),Medium,5.5,"CVE-2023-52429, CVE-2024-1151",Fedora,freshly installed,Server,Nessus
Fedora 39 : firefox (2024-bc8ea2c2cb),High,7.5,"CVE-2024-1546, CVE-2024-1547, CVE-2024-1548, CVE-2024-1549, CVE-2024-1550, CVE-2024-1551, CVE-2024-1552, CVE-2024-1553, CVE-2024-1554, CVE-2024-1555, CVE-2024-1556, CVE-2024-1557",Fedora,freshly installed,Server,Nessus
Fedora 39 : wpa_supplicant (2024-a95bdde55b),Medium,6.5,CVE-2023-52160,Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2024-d16d94b00d),High,7.8,"CVE-2023-52437, CVE-2024-23850, CVE-2024-23851, CVE-2024-26582, CVE-2024-26583, CVE-2024-26584, CVE-2024-26585, CVE-2024-26593, CVE-2024-26603, CVE-2024-26604, CVE-2024-26606",Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2024-f797f1540e),Medium,5.5,"CVE-2024-22099, CVE-2024-26622",Fedora,freshly installed,Server,Nessus
Fedora 39 : opensc (2024-6460a03e29),Medium,5.9,"CVE-2023-5992, CVE-2024-1454",Fedora,freshly installed,Server,Nessus
Fedora 39 : firefox (2024-113454b56b),Medium,6.5,"CVE-2023-5388, CVE-2024-2605, CVE-2024-2606, CVE-2024-2607, CVE-2024-2608, CVE-2024-2609, CVE-2024-2610, CVE-2024-2611, CVE-2024-2612, CVE-2024-2613, CVE-2024-2614, CVE-2024-2615",Fedora,freshly installed,Server,Nessus
Fedora 39 : gnutls (2024-0459dcd356),Medium,5.3,"CVE-2024-28834, CVE-2024-28835",Fedora,freshly installed,Server,Nessus
Fedora 39 : firefox (2024-c8549a8c75),Critical,9.8,"CVE-2024-29943, CVE-2024-29944",Fedora,freshly installed,Server,Nessus
Fedora 39 : kernel (2024-2fcce4ffb7),Critical,9.8,CVE-2024-26651,Fedora,freshly installed,Server,Nessus
Fedora 39 : podman (2024-dd32f390b3),High,8.6,CVE-2024-1753,Fedora,freshly installed,Server,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Kali Linux,freshly installed,Laptop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Kali Linux,freshly installed,Laptop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Kali Linux,freshly installed,Desktop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Kali Linux,freshly installed,Desktop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Kali Linux,freshly installed,Server,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Kali Linux,freshly installed,Server,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Manjaro,freshly installed,Laptop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Manjaro,freshly installed,Laptop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Manjaro,freshly installed,Desktop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Manjaro,freshly installed,Desktop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Manjaro,freshly installed,Server,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Manjaro,freshly installed,Server,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",OpenSUSE,freshly installed,Laptop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,OpenSUSE,freshly installed,Laptop,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",OpenSUSE,freshly installed,Laptop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",OpenSUSE,freshly installed,Desktop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,OpenSUSE,freshly installed,Desktop,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",OpenSUSE,freshly installed,Desktop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",OpenSUSE,freshly installed,Server,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,OpenSUSE,freshly installed,Server,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",OpenSUSE,freshly installed,Server,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Red Hat Enterprise Linux,fully updated,Laptop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Red Hat Enterprise Linux,fully updated,Desktop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Red Hat Enterprise Linux,fully updated,Server,Nessus
